price
2654028.4360189573
1737704.9180327868
1773049.645390071
1520527.1160669033
1107142.857142857
1850000.0
1766666.6666666667
1921568.6274509805
1856122.448979592
2000000.0
1211764.705882353
1661442.0062695926
1081530.78202995
1909090.9090909092
1698623.4817813765
3300000.0
2193650.600207178
1607843.137254902
1800000.0
2114803.6253776434
2000000.0
1860465.1162790698
2100000.0
2121000.0
2142857.1428571427
1392857.142857143
1914893.6170212766
2205882.3529411764
3300000.0
2600000.0
1800000.0
3602150.5376344086
1400000.0
1597160.6033717834
1344827.5862068965
1600000.0
1551155.115511551
3900000.0
1500000.0
2850307.5871496922
1202531.6455696202
1846153.8461538462
2200000.0
1650000.0
1690000.0
1500000.0
2800000.0
1450000.0
1481481.4814814816
1410658.3072100314
1654953.5252777147
1800000.0
1710227.9064579695
1898936.170212766
2142857.1428571427
1688888.888888889
1363636.3636363635
1850000.0
1139534.8837209302
2350000.0
1950000.0
2040000.0
2411764.705882353
1494252.8735632184
1500000.0
1645161.2903225806
1700000.0
1596153.8461538462
1842105.2631578948
1603773.5849056605
1562500.0
1707692.3076923077
2360000.0
1666666.6666666667
1400000.0
1911067.9611650486
1217948.717948718
1415384.6153846155
2103004.2918454935
5497835.497835498
1653846.1538461538
2600000.0
2200000.0
1850000.0
1130434.7826086956
2551020.4081632653
1620000.0
1518518.5185185184
1625000.0
1740341.106856944
2051724.1379310344
2000000.0
1612903.2258064516
1500000.0
1763440.8602150537
1645161.2903225806
1457943.925233645
1375000.0
1333333.3333333333
2039870.1900788133
3061082.510087658
2673267.326732673
2600000.0
1728395.061728395
1961325.9668508286
1828571.4285714286
2825238.799946186
1375000.0
1977152.899824253
1518518.5185185184
1797297.2972972973
2000000.0
2400000.0
2092760.180995475
2100000.0
1816149.7625034926
2650000.0
1295454.5454545454
1640391.9897741799
1988540.6134142233
1710526.3157894737
1571150.6808319618
2925000.0
2500000.0
1050000.0
2500000.0
2000000.0
1666666.6666666665
2180114.099429503
2500000.0
1542968.75
1450000.0
2185185.185185185
1570996.9788519638
1724137.9310344828
3250000.0
2625000.0
2600000.0
1750000.0
1166666.6666666667
1532258.064516129
2075471.6981132075
2300000.0
1978723.4042553192
1648936.170212766
1409090.9090909092
2040816.3265306123
1650000.0
1543209.87654321
1500000.0
1400000.0
2000000.0
1700000.0
1400000.0
1617647.0588235294
1690476.1904761905
1866666.6666666667
1793103.448275862
1650000.0
1842105.2631578948
1813471.5025906735
1399999.9999999998
1455938.6973180075
1824324.3243243243
1805555.5555555555
1333333.3333333333
2300000.0
1700000.0
1900000.0
2481000.0
2000000.0
1578947.3684210526
1941747.5728155342
1111111.111111111
1800000.0
3777777.777777778
1660714.2857142857
2604166.6666666665
1625000.0
1566037.7358490566
1764705.8823529412
1215596.3302752294
1456140.350877193
1089552.2388059702
1750000.0
3100000.0
2408854.166666667
5982905.982905983
1989100.8174386919
1753726.6691719906
1784343.8219493479
2000000.0
1071428.5714285714
1900000.0
1851851.851851852
1813633.520950594
2100000.0
1589464.123524069
2050000.0
1562500.0
1964285.7142857143
3000000.0
2300000.0
1625000.0
2400000.0
2159090.909090909
1900000.0
2702758.620689655
1431818.1818181819
1850000.0
2687500.0
3611111.111111111
2000000.0
1515151.5151515151
2103631.123919308
2500000.0
1428571.4285714286
1617647.0588235294
3333333.3333333335
3500000.0
1875000.0
1929824.5614035088
2063412.1791645698
2800000.0
2500000.0
1600000.0
3100000.0
4646153.846153846
1300000.0
3191489.361702128
1782945.7364341086
1591836.7346938776
1795454.5454545454
1489361.7021276595
1785714.2857142857
2778947.3684210526
2699999.9999999995
2200000.0
2100000.0
2500000.0
2000000.0
2111111.111111111
2600000.0
2380952.380952381
2100000.0
1500000.0
1857142.857142857
3096385.5421686745
3119402.9850746267
2288135.593220339
1290000.0
2107142.8571428573
1691176.4705882352
1888888.888888889
1662457.9124579125
3270348.8372093025
1562500.0
1700000.0
2333333.3333333335
2205882.3529411764
1872340.425531915
1600000.0
1803278.68852459
2827586.206896552
1800000.0
2600000.0
1641791.0447761193
1858644.8598130841
1867219.917012448
1578947.3684210526
3000000.0
1617647.0588235294
1739130.4347826086
1636029.411764706
2000000.0
1666666.6666666667
1759259.2592592593
3381642.5120772943
1700000.0
1409090.9090909092
1691176.4705882352
1800000.0
2300000.0
2500000.0
2500000.0
2100000.0
2333333.3333333335
4000000.0
2200000.0
1076923.076923077
1100000.0
1390301.7972193966
3267857.1428571427
2252485.089463221
1587301.5873015872
1538461.5384615385
2754491.017964072
1666666.6666666667
2000000.0
1744186.046511628
2900000.0
2000000.0
1555555.5555555555
2700000.0
4285714.285714285
2266666.6666666665
1400000.0
2300000.0
1477272.7272727273
1593750.0
2592592.592592593
1370370.3703703703
1527777.7777777778
2666666.6666666665
5007255.555555556
2500000.0
1062500.0
1810810.810810811
3200000.0
5202000.0
1621621.6216216215
1900000.0
1950000.0
2153846.153846154
2500000.0
1050000.0
2750000.0
1187500.0
2517241.379310345
3250000.0
1564516.1290322582
1169491.5254237289
1500000.0
1913075.780089153
2205607.476635514
2200000.0
1930590.6688117676
2404255.3191489363
3100000.0
1506493.5064935065
1750000.0
1754385.9649122807
2937062.937062937
1627450.9803921569
2100000.0
2500000.0
1600000.0
1547619.0476190476
2048780.487804878
2344262.295081967
2567329.473949157
1588983.0508474575
2300000.0
1800000.0
1858422.0307484374
3300000.0
2758620.6896551726
1733333.3333333333
1850000.0
1517857.142857143
5172413.793103448
1616915.422885572
1825107.1258530393
1900000.0
1500000.0
1800000.0
1272727.2727272727
1364985.1632047477
1491228.0701754387
1625000.0
1545454.5454545454
1630000.0
1803103.448275862
2400000.0
1700000.0
5359477.124183007
1869047.619047619
1594202.8985507246
1898734.17721519
1376376.3763763763
2200000.0
1700000.0
1864406.779661017
1540983.6065573771
1739130.4347826086
1736842.105263158
1327623.1263383296
1750000.0
1090000.0
1250000.0
1875000.0
2200000.0
2450000.0
1780000.0
2800000.0
2206896.5517241377
1750000.0
2386363.6363636362
2649572.6495726495
1463551.401869159
2338009.3520374084
